series_id,model,mean_smape,std_smape
88,Stacking Ensemble,14.74542750335704,5.8161631877930215
89,AutoTheta (Local Stat),18.368114718546824,0.14522629550142285
89,CatBoost (Direct ML),6.220849846391214,2.8970614692194427
89,Stacking Ensemble,11.692786782522306,1.118696117603916
90,AutoTheta (Local Stat),23.74479276724976,1.1678162627025777
90,CatBoost (Direct ML),4.100845836809321,0.7206397083914334
90,Stacking Ensemble,13.430086125578983,1.517607987124263
91,AutoTheta (Local Stat),23.998748135914838,1.7784143073880017
91,CatBoost (Direct ML),6.99865141592214,0.9489674542697569
91,Stacking Ensemble,15.487030989822385,1.5631300509137558
92,AutoTheta (Local Stat),17.38646205759596,0.4936387755575403
92,CatBoost (Direct ML),4.699882739360253,0.34179100292610126
92,Stacking Ensemble,10.58796539679337,0.8304326531636235
93,AutoTheta (Local Stat),15.889493880056172,1.4753335296693526
93,CatBoost (Direct ML),5.205090336866564,0.41300316086417316
93,Stacking Ensemble,9.687281665223727,1.1433593737762702
94,AutoTheta (Local Stat),15.341918445041996,1.644199791434058
94,CatBoost (Direct ML),5.405201531926125,0.6520214529717181
94,Stacking Ensemble,9.424620200658337,1.3111533919276008
95,AutoTheta (Local Stat),19.409320879494903,1.6431194886831844
95,CatBoost (Direct ML),5.1423434010671745,2.0745167402585603
95,Stacking Ensemble,11.031379991054052,1.6740111241013569
96,AutoTheta (Local Stat),13.301833545063422,1.1146574813883277
96,CatBoost (Direct ML),1.8514887379693616,0.23795437670948044
96,Stacking Ensemble,7.278699801258689,1.0307448454238246
97,AutoTheta (Local Stat),3.4705564876946915,1.687678905985874
97,CatBoost (Direct ML),5.713956103672107,2.4593133182775753
97,Stacking Ensemble,4.37619323630621,1.1972476077674006
98,AutoTheta (Local Stat),20.65111221415231,1.2450672081979153
98,CatBoost (Direct ML),7.335003083284342,3.9278696612740336
98,Stacking Ensemble,13.438087221084814,2.257729386480992
99,AutoTheta (Local Stat),30.05336531326418,6.189358935589197
99,CatBoost (Direct ML),12.554476856706627,5.201016045793478
99,Stacking Ensemble,20.192920356278805,0.6864660621893796
